question_id,family,domain,variety,question_text,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,gold_answer,language_variant_of,conversion_list_version,source_citation,source_snapshot_date,licence
F-KNOW-34-UK,F,knowledge,UK,"An impure sample of aluminium sulfate, Al_2 (SO_4)_3, is analysed by forming a precipitate of insoluble barium sulfate, BaSO_4, by reacting aluminium sulfate with an excess of BaCl_2 (to insure complete precipitation). After washing and drying, 2.000 g of BaSO_4 was obtained. If the original sample weighed 1.000 g, what was the per cent of aluminium sulfate in the sample?",75.4 % Al_2(SO_4)_3,84.3 % Al_2(SO_4)_3,66.7 % Al_2(SO_4)_3,97.8 % Al_2 (SO_4)_3,2.2 % Al_2 (SO_4)_3,10.5 % Al_2(SO_4)_3,100 % Al_2 (SO_4)_3,56.1 % Al_2(SO_4)_3,42.9 % Al_2(SO_4)_3,89.5 % Al_2 (SO_4)_3,D,A-KNOW-52-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-52-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-34-AU,F,knowledge,AU,"An impure sample of aluminum sulfate, Al_2 (SO_4)_3, is analysed by forming a precipitate of insoluble barium sulfate, BaSO_4, by reacting aluminum sulfate with an excess of BaCl_2 (to insure complete precipitation). After washing and drying, 2.000 g of BaSO_4 was obtained. If the original sample weighed 1.000 g, what was the per cent of aluminum sulfate in the sample?",75.4 % Al_2(SO_4)_3,84.3 % Al_2(SO_4)_3,66.7 % Al_2(SO_4)_3,97.8 % Al_2 (SO_4)_3,2.2 % Al_2 (SO_4)_3,10.5 % Al_2(SO_4)_3,100 % Al_2 (SO_4)_3,56.1 % Al_2(SO_4)_3,42.9 % Al_2(SO_4)_3,89.5 % Al_2 (SO_4)_3,D,A-KNOW-52-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-52-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-35-UK,F,knowledge,UK,"Find the vapour pressure of CCl_4 (carbon tetrachloride) at 38°C, if H^1 = 32,000 (J / mole) and at 23°C, the vapour pressure is .132 atm.",.400 atm,.200 atm,.175 atm,.300 atm,.225 atm,.150 atm,.275 atm,.250 atm,.132 atm,.325 atm,H,A-KNOW-53-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-53-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-35-AU,F,knowledge,AU,"Find the vapour pressure of CCl_4 (carbon tetrachloride) at 38°C, if H^1 = 32,000 (J / mole) and at 23°C, the vapour pressure is .132 atm.",.400 atm,.200 atm,.175 atm,.300 atm,.225 atm,.150 atm,.275 atm,.250 atm,.132 atm,.325 atm,H,A-KNOW-53-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-53-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-36-UK,F,knowledge,UK,A solution of 20.0 g of a non-volatile solute in 100 g of benzene at 30°C has a vapour pressure 13.4 torr lower than the vapour pressure of pure benzene. What is the mole fraction of solute? Vapour pressure of benzene at 30°C = 121.8 torr.,0.123,0.130,0.111,0.092,0.105,0.098,0.150,0.085,0.075,0.115,C,A-KNOW-54-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-54-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-36-AU,F,knowledge,AU,A solution of 20.0 g of a non-volatile solute in 100 g of benzene at 30°C has a vapour pressure 13.4 torr lower than the vapour pressure of pure benzene. What is the mole fraction of solute? Vapour pressure of benzene at 30°C = 121.8 torr.,0.123,0.130,0.111,0.092,0.105,0.098,0.150,0.085,0.075,0.115,C,A-KNOW-54-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-54-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-37-UK,F,knowledge,UK,"Metallic sodium violently liberates H_2 gas according to the Reaction 2Na(s) + 2H_2 O(l) \rightarrow 2NaOH + H_2 (g). If you collect the gas at 25°C under 758 mm Hg of pressure, and it occupies 2.24 liters, (a) find the number of moles of hydrogen produced, (b) find the number of moles of water decomposed and (c) find the percent error in (a) if the gaseous hydrogen had been collected dry, assuming the vapour pressure of water is 23.8 mm at 25 C. (R = .0821 l-atm/mole °K.)","0.12 mole H_2, 0.24 mole of water, 6%","0.0913 mole H_2, 0.183 mole of water, 3.24%","0.2 mole H_2, 0.4 mole of water, 5%","0.085 mole H_2, 0.17 mole of water, 2%","0.05 mole H_2, 0.1 mole of water, 1.5%","0.15 mole H_2, 0.3 mole of water, 4%","0.1 mole H_2, 0.2 mole of water, 2.5%","0.095 mole H_2, 0.19 mole of water, 3.5%","0.11 mole H_2, 0.22 mole of water, 4.5%","0.075 mole H_2, 0.15 mole of water, 2.8%",B,A-KNOW-55-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-55-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-37-AU,F,knowledge,AU,"Metallic sodium violently liberates H_2 gas according to the Reaction 2Na(s) + 2H_2 O(l) \rightarrow 2NaOH + H_2 (g). If you collect the gas at 25°C under 758 mm Hg of pressure, and it occupies 2.24 liters, (a) find the number of moles of hydrogen produced, (b) find the number of moles of water decomposed and (c) find the percent error in (a) if the gaseous hydrogen had been collected dry, assuming the vapour pressure of water is 23.8 mm at 25 C. (R = .0821 l-atm/mole °K.)","0.12 mole H_2, 0.24 mole of water, 6%","0.0913 mole H_2, 0.183 mole of water, 3.24%","0.2 mole H_2, 0.4 mole of water, 5%","0.085 mole H_2, 0.17 mole of water, 2%","0.05 mole H_2, 0.1 mole of water, 1.5%","0.15 mole H_2, 0.3 mole of water, 4%","0.1 mole H_2, 0.2 mole of water, 2.5%","0.095 mole H_2, 0.19 mole of water, 3.5%","0.11 mole H_2, 0.22 mole of water, 4.5%","0.075 mole H_2, 0.15 mole of water, 2.8%",B,A-KNOW-55-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-55-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-38-UK,F,knowledge,UK,"A chemist decides to find the vapour pressure of water by the gas saturation method. 100 liters of N_2 gas is passed through 65.44 g of water. After passage of the gas, 63.13 g remained. The temperature of the H_2O (water) is 25°C.Find the vapour pressure of water at this temperature.",2.31 mm,15.76 mm,298 mm,18.02 mm,12.15 mm,23.8 mm,5.67 mm,30.5 mm,9.82 mm,35.2 mm,F,A-KNOW-56-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-56-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-38-AU,F,knowledge,AU,"A chemist decides to find the vapour pressure of water by the gas saturation method. 100 liters of N_2 gas is passed through 65.44 g of water. After passage of the gas, 63.13 g remained. The temperature of the H_2O (water) is 25°C.Find the vapour pressure of water at this temperature.",2.31 mm,15.76 mm,298 mm,18.02 mm,12.15 mm,23.8 mm,5.67 mm,30.5 mm,9.82 mm,35.2 mm,F,A-KNOW-56-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-56-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-39-UK,F,knowledge,UK,"At 80°C an unknown solute dissolves in benzene to form a solution containing 1.25 wt.% of the solute. The vapour pressure of the solution is 752.4 mm Hg and its boiling point is 80.25°C compared to the normal boiling point of benzene which is 80.00°C. Determine a) the molecular weight of the solute assuming it is non volatile, b) the heat of vaporization (per gram) for benzene whose molecular weight is 78.","Molecular weight of solute is approximately 120, heat of vaporization is 135 cal/g","Molecular weight of solite is approximately 105, heat of vaporization is 125 cal/g","Molecular weight of solute is approximately 110, heat of vaporization is 160 cal/g","Molecular weight of solute is approximately 90, heat of vaporization is 120 cal/g","Molecular weight of solute is approximately 85, heat of vaporization is 130 cal/g","Molecular weight of solute is approximately 92, heat of vaporization is 142 cal/g","Molecular weight of solute is approximately 110, heat of vaporization is 140 cal/g","Molecular weight of solute is approximately 100, heat of vaporization is 150 cal/g","Molecular weight of solute is approximately 96.9, heat of vaporization is 128 cal/g","Molecular weight of solute is approximately 98, heat of vaporization is 115 cal/g",I,A-KNOW-57-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-57-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-39-AU,F,knowledge,AU,"At 80°C an unknown solute dissolves in benzene to form a solution containing 1.25 wt.% of the solute. The vapour pressure of the solution is 752.4 mm Hg and its boiling point is 80.25°C compared to the normal boiling point of benzene which is 80.00°C. Determine a) the molecular weight of the solute assuming it is non volatile, b) the heat of vaporization (per gram) for benzene whose molecular weight is 78.","Molecular weight of solute is approximately 120, heat of vaporization is 135 cal/g","Molecular weight of solite is approximately 105, heat of vaporization is 125 cal/g","Molecular weight of solute is approximately 110, heat of vaporization is 160 cal/g","Molecular weight of solute is approximately 90, heat of vaporization is 120 cal/g","Molecular weight of solute is approximately 85, heat of vaporization is 130 cal/g","Molecular weight of solute is approximately 92, heat of vaporization is 142 cal/g","Molecular weight of solute is approximately 110, heat of vaporization is 140 cal/g","Molecular weight of solute is approximately 100, heat of vaporization is 150 cal/g","Molecular weight of solute is approximately 96.9, heat of vaporization is 128 cal/g","Molecular weight of solute is approximately 98, heat of vaporization is 115 cal/g",I,A-KNOW-57-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-57-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-40-UK,F,knowledge,UK,"1 mole of ammonia at - 33.33°C and 1.00atmis converted to vapour. Calculate q, w and \DeltaE for the conversion, given that \DeltaH = 589.3 Btu lb^-1. 1 lb of liquid occupies .02345 ft^3 and 1 lb of gas occupies 18.00 ft^3.","q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1","q = 21.39 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = -1.94 kJ mol^-1","q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, ΔE = 44.72 kJ mol^-1","q = 1.94 kJ mol^-1, w = -21.39 kJ mol^-1, ΔE = 23.33 kJ mol^-1","q = 23.33 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1","q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = 25.27 kJ mol^-1","q = 589.3 kJ mol^-1, w = 0 kJ mol^-1, ΔE = 589.3 kJ mol^-1","q = 21.39 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 23.33 kJ mol^-1","q = 21.39 kJ mol^-1, w = -1.94 kJ mol^-1, ΔE = 19.45 kJ mol^-1","q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, \DeltaE = 1.94 kJ mol^-1",E,A-KNOW-58-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-58-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-40-AU,F,knowledge,AU,"1 mole of ammonia at - 33.33°C and 1.00atmis converted to vapour. Calculate q, w and \DeltaE for the conversion, given that \DeltaH = 589.3 Btu lb^-1. 1 lb of liquid occupies .02345 ft^3 and 1 lb of gas occupies 18.00 ft^3.","q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1","q = 21.39 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = -1.94 kJ mol^-1","q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, ΔE = 44.72 kJ mol^-1","q = 1.94 kJ mol^-1, w = -21.39 kJ mol^-1, ΔE = 23.33 kJ mol^-1","q = 23.33 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1","q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = 25.27 kJ mol^-1","q = 589.3 kJ mol^-1, w = 0 kJ mol^-1, ΔE = 589.3 kJ mol^-1","q = 21.39 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 23.33 kJ mol^-1","q = 21.39 kJ mol^-1, w = -1.94 kJ mol^-1, ΔE = 19.45 kJ mol^-1","q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, \DeltaE = 1.94 kJ mol^-1",E,A-KNOW-58-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-58-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-41-UK,F,knowledge,UK,A gas at $250 \mathrm{~K}$ and $15 \mathrm{~atm}$ has a molar volume 12 per cent smaller than that calculated from the perfect gas law. Calculate the compression factor under these conditions.,0.82,0.96,0.92,1.12,0.66,1.08,1.20,0.88 ,1.00 (Ideal gas behaviour),0.75,H,A-KNOW-59-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-59-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-41-AU,F,knowledge,AU,A gas at $250 \mathrm{~K}$ and $15 \mathrm{~atm}$ has a molar volume 12 per cent smaller than that calculated from the perfect gas law. Calculate the compression factor under these conditions.,0.82,0.96,0.92,1.12,0.66,1.08,1.20,0.88 ,1.00 (Ideal gas behaviour),0.75,H,A-KNOW-59-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-59-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-42-UK,F,knowledge,UK,"At a temperature of 1482.53°K and 10.0 atm the equilibrium composition of sodium vapour contains 71.30 weight percent sodium monomer (Na, g), and 28.70 weight percent sodium dimer (Na_2, g). Use the above data to calculate K_p for the reaction 2Na (g) \rightleftarrows Na2(g)",0.042,0.099,0.047,0.028,0.015,0.083,0.052,0.032,0.061,0.024,J,A-KNOW-60-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-60-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-42-AU,F,knowledge,AU,"At a temperature of 1482.53°K and 10.0 atm the equilibrium composition of sodium vapour contains 71.30 weight percent sodium monomer (Na, g), and 28.70 weight percent sodium dimer (Na_2, g). Use the above data to calculate K_p for the reaction 2Na (g) \rightleftarrows Na2(g)",0.042,0.099,0.047,0.028,0.015,0.083,0.052,0.032,0.061,0.024,J,A-KNOW-60-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-60-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-43-UK,F,knowledge,UK,"For a certain liquid which obeys Trouton's rule, its vapour pressure increases by 15 mm Hg per degree at temperatures around its normal boiling point. Calculate the heat of vaporization and the normal boiling point of this liquid.",Heat of vaporization is 11.2 kcal and the normal boiling point is 260 °C,Heat of vaporization is 10.2 kcal and the normal boiling point is 250 °C,Heat of vaporization is 10.5 kcal and the normal boiling point is 255 °C,Heat of vaporization is 11.2 kcal and the normal boiling point is 264 °C,Heat of vaporization is 14.2 kcal and the normal boiling point is 290 °C,Heat of vaporization is 9.8 kcal and the normal boiling point is 248 °C,Heat of vaporization is 9.5 kcal and the normal boiling point is 245 °C,Heat of vaporization is 13.2 kcal and the normal boiling point is 280 °C,Heat of vaporization is 12.2 kcal and the normal boiling point is 270 °C,Heat of vaporization is 12.5 kcal and the normal boiling point is 275 °C,D,A-KNOW-61-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-61-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-43-AU,F,knowledge,AU,"For a certain liquid which obeys Trouton's rule, its vapour pressure increases by 15 mm Hg per degree at temperatures around its normal boiling point. Calculate the heat of vaporization and the normal boiling point of this liquid.",Heat of vaporization is 11.2 kcal and the normal boiling point is 260 °C,Heat of vaporization is 10.2 kcal and the normal boiling point is 250 °C,Heat of vaporization is 10.5 kcal and the normal boiling point is 255 °C,Heat of vaporization is 11.2 kcal and the normal boiling point is 264 °C,Heat of vaporization is 14.2 kcal and the normal boiling point is 290 °C,Heat of vaporization is 9.8 kcal and the normal boiling point is 248 °C,Heat of vaporization is 9.5 kcal and the normal boiling point is 245 °C,Heat of vaporization is 13.2 kcal and the normal boiling point is 280 °C,Heat of vaporization is 12.2 kcal and the normal boiling point is 270 °C,Heat of vaporization is 12.5 kcal and the normal boiling point is 275 °C,D,A-KNOW-61-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-61-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-44-UK,F,knowledge,UK,"One of the two most common ingredients in medication designed for the relief of excess stomach acidity is aluminium hydroxide (Al (OH)_3, formula weight = 78 g/mole). If a patient suffering from a duodenal ulcer displays a hydrochloric acid (HCI, formula weight = 36.5 g/mole), concentration of 80 × 10^-3 M in his gastric juice and he produces 3 liters of gastric juice per day, how much medication containing 2.6 g Al(OH)_3 per 100 ml of solution must he consume per day to neutralize the acid?",240 ml,750 ml,120 ml,420 ml,180 ml,540 ml,360 ml,600 ml,480 ml,300 ml,A,A-KNOW-62-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-62-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-44-AU,F,knowledge,AU,"One of the two most common ingredients in medication designed for the relief of excess stomach acidity is aluminum hydroxide (Al (OH)_3, formula weight = 78 g/mole). If a patient suffering from a duodenal ulcer displays a hydrochloric acid (HCI, formula weight = 36.5 g/mole), concentration of 80 × 10^-3 M in his gastric juice and he produces 3 liters of gastric juice per day, how much medication containing 2.6 g Al(OH)_3 per 100 ml of solution must he consume per day to neutralize the acid?",240 ml,750 ml,120 ml,420 ml,180 ml,540 ml,360 ml,600 ml,480 ml,300 ml,A,A-KNOW-62-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-62-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-45-UK,F,knowledge,UK,"Consider the formation of ethylcyclohexane (C_8H_16) C_8H_10(l) + 3H_2(g) = C_8H_16 \DeltaH298°K = - 48.3 kcal and C_8H_8(l) + 4H_2 (g) = C_8H_16 \DeltaH_298°K = - 74.65 kcal. Given that at 298°K, the heats of combustion of C_8H_16 to water vapour and CO_2 is - 1238.23 kcal/mole, and the heats of formation of water vapour and CO_2 are, - 58.32 and - 94.05 kcal/mole respectively, calculate (a) heat of hydrogenation of styrene to ethylbenzene. (b) the heat of formation of ethylbenzene.","- 26.4 kcal, 67.6 kcal","- 32.6 kcal, 64.1 kcal","-30.5 kcal, 70.2 kcal","- 24.7 kcal, 66.2 kcal","- 28.6 kcal, 65.4 kcal","- 31.8 kcal, 72.5 kcal","- 23.9 kcal, 70.7 kcal","- 25.5 kcal, 71.9 kcal","- 27.3 kcal, 69.8 kcal","- 29.2 kcal, 68.3 kcal",A,A-KNOW-63-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-63-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-45-AU,F,knowledge,AU,"Consider the formation of ethylcyclohexane (C_8H_16) C_8H_10(l) + 3H_2(g) = C_8H_16 \DeltaH298°K = - 48.3 kcal and C_8H_8(l) + 4H_2 (g) = C_8H_16 \DeltaH_298°K = - 74.65 kcal. Given that at 298°K, the heats of combustion of C_8H_16 to water vapour and CO_2 is - 1238.23 kcal/mole, and the heats of formation of water vapour and CO_2 are, - 58.32 and - 94.05 kcal/mole respectively, calculate (a) heat of hydrogenation of styrene to ethylbenzene. (b) the heat of formation of ethylbenzene.","- 26.4 kcal, 67.6 kcal","- 32.6 kcal, 64.1 kcal","-30.5 kcal, 70.2 kcal","- 24.7 kcal, 66.2 kcal","- 28.6 kcal, 65.4 kcal","- 31.8 kcal, 72.5 kcal","- 23.9 kcal, 70.7 kcal","- 25.5 kcal, 71.9 kcal","- 27.3 kcal, 69.8 kcal","- 29.2 kcal, 68.3 kcal",A,A-KNOW-63-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-63-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-46-UK,F,knowledge,UK,"Chlorine may be prepared by the action of KClO_3 on HCl, and the reaction may be represented by the equation: KClO_3 + 6HCl \rightarrow KCl + 3Cl_2 + 3H_2 O Calculate the weight of KClO_3 which would be required to produce 1.0 litre of Cl_2 gas at STP. R = .082 litre-atm/mole -°K.",2.75 g,1.50 g,3.00 g,0.92 g,2.50 g,1.00 g,1.20 g,2.10 g,3.68 g,1.84 g,J,A-KNOW-64-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-64-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-46-AU,F,knowledge,AU,"Chlorine may be prepared by the action of KClO_3 on HCl, and the reaction may be represented by the equation: KClO_3 + 6HCl \rightarrow KCl + 3Cl_2 + 3H_2 O Calculate the weight of KClO_3 which would be required to produce 1.0 litre of Cl_2 gas at STP. R = .082 litre-atm/mole -°K.",2.75 g,1.50 g,3.00 g,0.92 g,2.50 g,1.00 g,1.20 g,2.10 g,3.68 g,1.84 g,J,A-KNOW-64-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-64-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-47-UK,F,knowledge,UK,"The valve on a cylinder containing initially 10 liters of an ideal gas at 25 atm and 25°C is opened to the atmosphere, where the pressure is 760 torr and the temperature is 25°C. Assuming that the process is isothermal, how much work in litre-atmospheres is done on the atmosphere by the action of expanding gas?",260 litre-atm,200 litre-atm,270 litre-atm,240 litre-atm,220 litre-atm,250 litre-atm,280 litre-atm,210 litre-atm,290 litre-atm,230 litre-atm,D,A-KNOW-65-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-65-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-47-AU,F,knowledge,AU,"The valve on a cylinder containing initially 10 liters of an ideal gas at 25 atm and 25°C is opened to the atmosphere, where the pressure is 760 torr and the temperature is 25°C. Assuming that the process is isothermal, how much work in litre-atmospheres is done on the atmosphere by the action of expanding gas?",260 litre-atm,200 litre-atm,270 litre-atm,240 litre-atm,220 litre-atm,250 litre-atm,280 litre-atm,210 litre-atm,290 litre-atm,230 litre-atm,D,A-KNOW-65-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-65-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-48-UK,F,knowledge,UK,Consider the reaction 2SO_2(g) + O_2(g) \rightleftarrows 2SO_3(g) : Initially 0.100 moles of SO_2 and 0.100 moles of SO_3 are present in a 2.00 litre flask at a temperature of 27°C. Equilibrium is attained at a pressure of 2.78 atm. Calculate a) the mole fraction of O_2 at equilibrium; b) K_p; c) the percent dissociation of SO_3 if 0.100 mole of SO_3 and no (zero) O_2 and no (zero) SO_2 were present initially in the flask.,"a) 0.130, b) 0.25, c) 70%","a) 0.107, b) 0.37, c) 68%","a) 0.120, b) 0.27, c) 71%","a) 0.105, b) 0.35, c) 65%","a) 0.122, b) 0.29, c) 74%","a) 0.113, b) 0.32, c) 75%","a) 0.115, b) 0.31, c) 73%","a) 0.110, b) 0.34, c) 78%","a) 0.118, b) 0.33, c) 80%","a) 0.125, b) 0.28, c) 77%",G,A-KNOW-66-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-66-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
F-KNOW-48-AU,F,knowledge,AU,Consider the reaction 2SO_2(g) + O_2(g) \rightleftarrows 2SO_3(g) : Initially 0.100 moles of SO_2 and 0.100 moles of SO_3 are present in a 2.00 litre flask at a temperature of 27°C. Equilibrium is attained at a pressure of 2.78 atm. Calculate a) the mole fraction of O_2 at equilibrium; b) K_p; c) the percent dissociation of SO_3 if 0.100 mole of SO_3 and no (zero) O_2 and no (zero) SO_2 were present initially in the flask.,"a) 0.130, b) 0.25, c) 70%","a) 0.107, b) 0.37, c) 68%","a) 0.120, b) 0.27, c) 71%","a) 0.105, b) 0.35, c) 65%","a) 0.122, b) 0.29, c) 74%","a) 0.113, b) 0.32, c) 75%","a) 0.115, b) 0.31, c) 73%","a) 0.110, b) 0.34, c) 78%","a) 0.118, b) 0.33, c) 80%","a) 0.125, b) 0.28, c) 77%",G,A-KNOW-66-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-66-en) via documented US->AU conversion list,2026-09-19,MIT (underlying source)
F-KNOW-49-UK,F,knowledge,UK,"At a certain temperature, Keq for the reaction 3C_2H_2 \rightleftarrows C_6H_6 is 4. If the equilibrium concentration of C_2H_2 is 0.5 mole/litre, what is the concentration of C_6H_6?",3 moles/litre,0.75 moles/litre,2 moles/litre,1 mole/litre,2.5 moles/litre,1.5 moles/litre,0.25 moles/litre,0.33 moles/litre,0.5 moles/litre,0.125 moles/litre,I,A-KNOW-67-en,"Study Protocol Appendix A.2, protocol v0.30 (corpus-v0.5 expansion, 2026-09-19)",Derived from li-lab/MMLU-ProX item (A-KNOW-67-en) via documented US->UK conversion list,2026-09-19,MIT (underlying source)
